How do artificial sweeteners affect insulin and glucose levels?	They activate sweet receptors in the gut, priming insulin release but causing delayed glucose spikes due to lack of actual sugar.
What is the Mayer glucostatic theory?	Declines in blood glucose levels trigger hunger, but modern research shows postprandial glucose dips better predict appetite.
How does dopamine influence eating behavior?	Dopamine drives reward-seeking behavior; chronic high-fat diets reduce dopamine sensitivity, leading to overeating.
What are the five basic tastes?	Sweet, salty, sour, bitter, and umami.
How does a high-fat diet alter taste perception?	Reduces taste bud regeneration and increases inflammation, blunting sweet/salty sensitivity.
What is ghrelin’s role in appetite regulation?	Ghrelin, produced in the stomach, stimulates hunger by activating NPY/AgRP neurons in the hypothalamus and suppressing vagal nerve signals.
Why are ghrelin levels lower in obesity?	Chronic overeating may downregulate ghrelin production, though sensitivity to its effects may also decrease.
What is the role of sweet taste receptors in the gut?	They regulate glucose uptake and insulin release by sensing carbohydrates and triggering GLP-1 secretion.
Why do the Hadza hunter-gatherers have similar total energy expenditure (TEE) to sedentary Westerners?	The body adapts to activity levels by reducing non-essential energy use (e.g., immune function), maintaining TEE stability.
How does the Hadza lifestyle differ from modern humans?	They are more physically active but consume fewer calories, yet their TEE is similar due to metabolic adaptation.
What did the Ukraine Famine study reveal about metabolic disease?	Early gestational famine exposure increased type 2 diabetes risk in offspring, supporting transgenerational epigenetic effects.
How does the CDC explain the obesity epidemic’s rapid rise?	Environmental factors (e.g., processed foods, sedentary lifestyles) dominate, as genetic changes occur too slowly.
What did the Vermont Prison Overfeeding Study show?	Overfeeding led to only a 20-25% weight gain, and participants returned to their original weight post-study.
What was the main finding of the Minnesota Starvation Experiment?	Severe calorie restriction reduced organ mass and increased fluid retention, with participants regaining weight post-study.
What is the evolutionary advantage of the thrifty gene hypothesis?	Genes favoring fat storage provided a survival advantage during famines, allowing individuals to endure food shortages and reproduce.
How does the Dutch Hunger Winter study support the thrifty gene hypothesis?	Offspring exposed to famine in utero had higher obesity and diabetes rates, suggesting epigenetic changes favoring fat storage.
Why is the thrifty gene hypothesis criticized for lack of evolutionary time?	The obesity epidemic emerged rapidly (last 40-50 years), while famines occurred over millennia, making it unlikely for genes to adapt so quickly.
How does the Ukraine Famine study challenge the thrifty gene hypothesis?	The severe famine region showed no phenotypes associated with increased diabetes risk, contradicting the hypothesis.
What is the set-point theory of weight regulation?	The body has a predetermined weight range, and deviations trigger metabolic and behavioral changes to return to this set point.
How does exercise impact total energy expenditure (TEE)?	Exercise increases TEE, but the body compensates by reducing non-essential energy use, creating an energy expenditure cap.
What is the role of cholecystokinin (CCK) in appetite regulation?	CCK, released by bitter taste receptors in the gut, signals satiety and reduces food intake.
How do artificial sweeteners prime the body for sugar?	They activate sweet taste receptors, preparing the body for glucose, but no sugar arrives, potentially disrupting metabolic responses.
